@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_b {"TIN", "UNT"}

@data
'a long ass blog that might not make sense ',TIN
' brett kavanaugh was supposed to be a selling point for gop candidates in the midterm elections but now he could become a liabilitycbs enough of all your bs lies go away with your other liberals cnn msm we are not listening to your ignorant bs stories pouting facepouting facepouting facepouting face',TIN
' conservatives have become the cadaver party',TIN
' lmfaooooo foh w that free thought shit lmaoooo',TIN
' my god theemmys  and the limousine liberals are sick disgusting animals with no brains  ',TIN
' i bet they all have fitted waists because women are meant to look hourglass even when they dont give a shit',TIN
'idiotalert gun control activist david hogg suggested ar 15s cannot be used for self defense because they shoot further than handguns ',TIN
' i have long thought that liberals are children trapped in adult bodies',TIN
'  of course he is he will be remembered for being the biggest hypocrite in history they change the rules constantly gophypocrites',TIN
' what does a snot nose 18 year old kid know he is just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control he is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about',TIN
' that is a lot of guilt for tucker to take upon himself surely he is not the only on at fault',TIN
'  yes mothers now this is what the deranged left will make you do to your little boys are we really going to let this happen pure evil votedemsout maga 2020 confirmjudgekavanaugh  ',TIN
' that or she is an awfully good transvestite',TIN
'  omg shyt',TIN
'  sir now to russiaputin is broke and a little bit crazythe paltry 17 trillion gdp might cause desperate actions from his dying regime denuclearization in exchange for oil patch tech thats all they have sirmaga',TIN
'  pushed to my limits ',TIN
' seriously do you really believe your own crap why do not you just move on if she is so offensive this ugly side to you is very unbecomingdisappointed face',TIN
' she never planned to testify it was all an act   one that fell flat very quickly  liberals will never learn   we know their tactics we can accurately predict their actions amp responses we also know how to think amp do research thats why they hate us they cant control us',TIN
'cincinatti  well these shootings will keep happening because of your stupid gun laws so its time americans woke up and do something about it because it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will',TIN
' oh my god they are so fucking cute',UNT
' national unity o you are so full of it you just tweeted to get people mobilized does that mean paying people to mobilize and cause violence where is it that you spoke out about antifa a official group of terrorists',TIN
'  serena is a bully she threatened to shove a ball down the throat of a line judge in the 09 us open she was 2 points away from losing in the semifinals when she dbl faulted she went ballistic and was penalized a point she lost the match due to her threats shes a bully',TIN
'  the left have become a bunch of thugs nancypelosi chuckschumer',TIN
' yes i am so tired of relying on mfs to answer the phone for some shit that not even worth it i am about to be the new plug face with tears of joyface with tears of joyface with tears of joy',UNT
' i do love you but dont give him an excusehe isnt mentally ill he is a dangerous idiot',TIN
