@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_c {"OTH", "IND", "GRP"}

@data
' dick durbin figures if he lies often enough people will start to believe him right out of leftist dictatorship playbook            ',IND
' sexy',IND
'  i think he is racist out of touch with reality he treats the presidency like a reality show we are he is starring he has no empathy he is suffering from narcissism he has an in ability to tell the truth he may be mentally incapable of being the president of our country ',IND
' she should be fired and arrested clearly she is using drugs on the job',IND
'   well if osuna did do that than hes the ass not really sure why you went there are you claiming i punch women if you are sir you are the asshole and completely wrong my tweet had nothing to do with osuna it was a clear fact that giles punches himself when he sucks',IND
'    kick the absolute shite out of the car',OTH
' he wont hes too grotesquely fat and looks like he never takes a bath he could go any time',IND
' same tbh could they just stop spreading rumors and false news we are hurt enough we dont need all this shit',OTH
'  obama done nothing fix the problem while in office  now going about telling stories trump have being able to restore hope on gun control',IND
'   you are disgusting and need to be ousted get out of politics because schumer you are the corrupt kind of politicians americans are so tired of  has led this country to thrive again and brett kavanaugh will be voted in americans stand with ',IND
'   even chris evert said that people normally wise up and stop after the first warning or their second warning serena kept going it sucks it ended the way it did but if you keep arguing and making comments after a second warning then what was she expecting',IND
' fools no respect',IND
' fucking s league football hahahah ',IND
' guilty old perv',IND
'   reans arcane gale is broken if he is gonna be able to use that from scratch in sen iv  because of his demon form its gonna be cool  using it in every battle',IND
' and all they have to do is say a half hearted apology and it all goes away but let a conservative say anything close and they are ruined for life these mentally deranged liberals are totally disgusting jerks',OTH
' you are beginning to sound just like a stuck record brian why dont you go and find something less boring to do instead',IND
'  kerry needs prosecuted for colluding with iran this needs to be done quickly revoke his security clearance amp remove his passport he is a traitor  always has been',IND
'    the metoo movement is just an extension of the democrats kkk amp the hate group antifa   its just another form of lynching those who oppose their agenda metoo people jump on ban wagons  in the name of justice to perpetuate mass bullying of those who threaten to expose them',GRP
'  she cant tell her story while i was my car in the rain yes she is a whore her life is just that fuck people for money this is no exceptions',IND
