@relation 'train-set'

@attribute id real
@attribute 'Document Text' string
@attribute subtask_a {"NOT", "OFF"}

@data
18975,' the pyro from tf2 0c',NOT
70209,' talk to her get to know who she is',NOT
54474,'  you are asking for evidence to prove that it was not a double standard and then excuse it before you see the evidence i have watched tennis for years i already know a double standard exists i do not know how you can question it',NOT
33032,'  american terrorists we need strict punishment for these lawless thugs stop powdering antifa ass  backtheblue blue heartblack heart gettough',OFF
75186,'  should be returning punts in my opinion he is money bag',NOT
43905,'  exactly you have shined a light on the core issue and i have been saying this for years to deaf ears conservatives have to start supporting conservative voices and messages in the arts until then they will always be fighting from a defensive position',NOT
88990,'  thats always been the critique to be honest  hence the champagne socialist or privileged white antifa tropes',NOT
22157,'    so handsome you are i think people should donate the  shoes to our homeless veterans and other homeless americans  after they sew a no circle over the emblem',NOT
75614,'   sanchez sucks he is killing this team imo',OFF
68134,'       funny how 50s 70s werent all that great for black ppl  poc  women  maga wants to pretend there was this magical time  read all white amp men ruled   irony is it wasnt even great for a lot of them if they werent rich that whole draft into war thing for one',NOT
61195,'  there is help for your mental illness  good grief you liberals are seriously disturbed',OFF
34401,'   there were bad people on both sides  or do you support antifa',NOT
87488,' the dopest most illest female artist ever thats fucken queen right there hands down try to argue widditface savoring foodface blowing a kiss',OFF
19721,'  pay your back taxes yet  still have armed private security even after you screamed about gun control  your husband still talk to harvey everyday  move out of your glass house ',NOT
58969,' real victims of sexual assault harassment see how liberals are politicizing this horrendous act of betrayal it makes me so angry i was a victim but not to remember details i call bs ptsd still effects me to this day 42 years later amp 20+ yrs of counselling ask my husband',NOT
59621,' your husband is loosing it he is fat and crooked and fake throwing paper towels  he has lost his grip on reality i do not know how you can help him he needs lots of help',OFF
31243,'           shana tova my antifa warrior friends 24 7 365    live jerusalem webcam     temple mount ',NOT
39196,' all this is common sense as long as you arent throwing bottles and m80s at civilians like all the dumbasses at antifa protests  the whole violence is sometimes necessary  idea that antifa and blm and communists spread  is retarded yall  youre kill civilians dummies',NOT
88262,' he didnt just lose his talent he battled demons amp played on an embarrassment of a franchise he is now in an ideal situation i believe he is still an elite wr but i guess only time will tell',NOT
42048,'wilson  you are the love of my life sonnykiriakis willhorton freddiesmith chandlermassey days im so happy with days right now ',NOT
55287,'it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government ',OFF
65662,'******** loesch unleashed dana exposes the racist core of leftist gun control onlyatyaf  yaftv  8sep2018  gun control  is the government telling you it doesnt trust you         ********',NOT
63445,' he is such a cutie i love him',NOT
55865,' liberals cry and complain that all they do ',OFF
35515,' do not judge us mainers by this clearly insane proclamation he is off his pins',NOT
20668,' in trump world  your name is toby  a fine name  now say your name  thats what the maga means to trumpers ',NOT
